
testcases/common/oncoming-trick.xml
timestamp,# collisions,agent 0 path length,agent 0 effort,agent 0 get target,agent 1 path length,agent 1 effort,agent 1get target,
0,,0;0.00544341,false,0;0.00544341,false,
1.49667,,1.00946;6.32538,false,1.0084;6.33311,false,
1.49833,,1.00946;6.3291,false,1.00841;6.33682,false,
1.5,,1.00946;6.33281,false,1.00841;6.34054,false,
1.50167,,1.00947;6.33653,false,1.00841;6.34426,false,
1.50333,,1.00947;6.34025,false,1.00842;6.34797,false,
1.505,,1.00947;6.34396,false,1.00842;6.35169,false,
1.50667,,1.00948;6.34768,false,1.00842;6.35541,false,
1.50833,,1.00948;6.3514,false,1.00843;6.35912,false,
1.51,,1.00948;6.35511,false,1.00843;6.36284,false,
1.51167,,1.00949;6.35883,false,1.00843;6.36656,false,
1.51333,,1.00949;6.36255,false,1.00844;6.37027,false,
1.515,,1.0095;6.36626,false,1.00844;6.37399,false,
1.51667,,1.0095;6.36998,false,1.00844;6.37771,false,
1.51833,,1.0095;6.3737,false,1.00845;6.38142,false,
1.52,,1.00951;6.37741,false,1.00845;6.38514,false,
1.52167,,1.00951;6.38113,false,1.00845;6.38886,false,
1.52333,,1.00951;6.38485,false,1.00846;6.39257,false,
1.525,,1.00952;6.38856,false,1.00846;6.39629,false,
1.52667,,1.00952;6.39228,false,1.00846;6.40001,false,
1.52833,,1.00952;6.396,false,1.00847;6.40372,false,
1.53,,1.00953;6.39971,false,1.00847;6.40744,false,
1.53167,,1.00953;6.40343,false,1.00847;6.41116,false,
1.53333,,1.00953;6.40715,false,1.00848;6.41487,false,
1.535,,1.00954;6.41086,false,1.00848;6.41859,false,
1.53667,,1.00954;6.41458,false,1.00848;6.42231,false,
1.53833,,1.00955;6.4183,false,1.00849;6.42602,false,
1.54,,1.00955;6.42201,false,1.00849;6.42974,false,
1.54167,,1.00955;6.42573,false,1.00849;6.43346,false,
1.54333,,1.00956;6.42945,false,1.0085;6.43717,false,
1.545,,1.00956;6.43316,false,1.0085;6.44089,false,
1.54667,,1.00956;6.43688,false,1.0085;6.44461,false,
1.54833,,1.00957;6.4406,false,1.00851;6.44832,false,
1.55,,1.00957;6.44431,false,1.00851;6.45204,false,
1.55167,,1.00957;6.44803,false,1.00851;6.45576,false,
1.55333,,1.00958;6.45175,false,1.00852;6.45947,false,
1.555,,1.00958;6.45546,false,1.00852;6.46319,false,
1.55667,,1.00958;6.45918,false,1.00852;6.46691,false,
1.55833,,1.00959;6.4629,false,1.00853;6.47062,false,
1.56,,1.00959;6.46661,false,1.00853;6.47434,false,
1.56167,,1.0096;6.47033,false,1.00853;6.47806,false,
1.56333,,1.0096;6.47405,false,1.00854;6.48177,false,
1.565,,1.0096;6.47776,false,1.00854;6.48549,false,
1.56667,,1.00961;6.48148,false,1.00854;6.48921,false,
1.56833,,1.00961;6.4852,false,1.00855;6.49292,false,
1.57,,1.00961;6.48891,false,1.00855;6.49664,false,
1.57167,,1.00962;6.49263,false,1.00855;6.50036,false,
1.57333,,1.00962;6.49635,false,1.00856;6.50407,false,
1.575,,1.00962;6.50006,false,1.00856;6.50779,false,
1.57667,,1.00963;6.50378,false,1.00856;6.51151,false,
1.57833,,1.00963;6.5075,false,1.00857;6.51522,false,
1.58,,1.00963;6.51121,false,1.00857;6.51894,false,
1.58167,,1.00964;6.51493,false,1.00857;6.52266,false,
1.58333,,1.00964;6.51865,false,1.00858;6.52637,false,
1.585,,1.00964;6.52236,false,1.00858;6.53009,false,
1.58667,,1.00965;6.52608,false,1.00858;6.53381,false,
1.58833,,1.00965;6.5298,false,1.00859;6.53752,false,
1.59,,1.00966;6.53351,false,1.00859;6.54124,false,
1.59167,,1.00966;6.53723,false,1.00859;6.54496,false,
1.59333,,1.00966;6.54095,false,1.0086;6.54867,false,
1.595,,1.00967;6.54466,false,1.0086;6.55239,false,
1.59667,,1.00967;6.54838,false,1.0086;6.55611,false,
1.59833,,1.00967;6.5521,false,1.00861;6.55982,false,
1.6,,1.00968;6.55581,false,1.00861;6.56354,false,
1.60167,,1.00968;6.55953,false,1.00861;6.56726,false,
1.60333,,1.00968;6.56325,false,1.00862;6.57097,false,
1.605,,1.00969;6.56696,false,1.00862;6.57469,false,
1.60667,,1.00969;6.57068,false,1.00862;6.57841,false,
1.60833,,1.00969;6.5744,false,1.00863;6.58212,false,
1.61,,1.0097;6.57811,false,1.00863;6.58584,false,
1.61167,,1.0097;6.58183,false,1.00863;6.58956,false,
1.61333,,1.00971;6.58555,false,1.00864;6.59327,false,
1.615,,1.00971;6.58926,false,1.00864;6.59699,false,
1.61667,,1.00971;6.59298,false,1.00864;6.60071,false,
1.61833,,1.00972;6.5967,false,1.00865;6.60442,false,
1.62,,1.00972;6.60041,false,1.00865;6.60814,false,
1.62167,,1.00972;6.60413,false,1.00865;6.61186,false,
1.62333,,1.00973;6.60785,false,1.00866;6.61557,false,
1.625,,1.00973;6.61156,false,1.00866;6.61929,false,
1.62667,,1.00973;6.61528,false,1.00866;6.62301,false,
1.62833,,1.00974;6.619,false,1.00867;6.62672,false,
1.63,,1.00974;6.62271,false,1.00867;6.63044,false,
1.63167,,1.00974;6.62643,false,1.00867;6.63416,false,
1.63333,,1.00975;6.63015,false,1.00868;6.63787,false,
1.635,,1.00975;6.63386,false,1.00868;6.64159,false,
1.63667,,1.00975;6.63758,false,1.00868;6.64531,false,
1.63833,,1.00976;6.6413,false,1.00869;6.64902,false,
1.64,,1.00976;6.64501,false,1.00869;6.65274,false,
1.64167,,1.00977;6.64873,false,1.00869;6.65646,false,
1.64333,,1.00977;6.65245,false,1.0087;6.66017,false,
1.645,,1.00977;6.65616,false,1.0087;6.66389,false,
1.64667,,1.00978;6.65988,false,1.00871;6.66761,false,
1.64833,,1.00978;6.6636,false,1.00871;6.67132,false,
1.65,,1.00978;6.66731,false,1.00871;6.67504,false,
1.65167,,1.00979;6.67103,false,1.00871;6.67876,false,
1.65333,,1.00979;6.67475,false,1.00872;6.68247,false,
1.655,,1.00979;6.67846,false,1.00872;6.68619,false,
1.65667,,1.0098;6.68218,false,1.00872;6.68991,false,
1.65833,,1.0098;6.6859,false,1.00873;6.69362,false,
1.66,,1.0098;6.68961,false,1.00873;6.69734,false,
1.66167,,1.00981;6.69333,false,1.00874;6.70106,false,
1.66333,,1.00981;6.69705,false,1.00874;6.70477,false,
1.665,,1.00981;6.70076,false,1.00874;6.70849,false,
1.66667,,1.00982;6.70448,false,1.00875;6.71221,false,
1.66833,,1.00982;6.7082,false,1.00875;6.71592,false,
1.67,,1.00982;6.71191,false,1.00875;6.71964,false,
1.67167,,1.00983;6.71563,false,1.00876;6.72336,false,
1.67333,,1.00983;6.71935,false,1.00876;6.72707,false,
1.675,,1.00984;6.72306,false,1.00876;6.73079,false,
1.67667,,1.00984;6.72678,false,1.00877;6.73451,false,
1.67833,,1.00984;6.7305,false,1.00877;6.73822,false,
1.68,,1.00985;6.73421,false,1.00877;6.74194,false,
1.68167,,1.00985;6.73793,false,1.00878;6.74566,false,
1.68333,,1.00985;6.74165,false,1.00878;6.74937,false,
1.685,,1.00986;6.74536,false,1.00878;6.75309,false,
1.68667,,1.00986;6.74908,false,1.00879;6.75681,false,
1.68833,,1.00986;6.7528,false,1.00879;6.76052,false,
1.69,,1.00987;6.75651,false,1.00879;6.76424,false,
1.69167,,1.00987;6.76023,false,1.0088;6.76796,false,
1.69333,,1.00987;6.76395,false,1.0088;6.77167,false,
1.695,,1.00988;6.76766,false,1.0088;6.77539,false,
1.69667,,1.00988;6.77138,false,1.00881;6.77911,false,
1.69833,,1.00988;6.7751,false,1.00881;6.78282,false,
1.7,,1.00989;6.77881,false,1.00881;6.78654,false,
1.70167,,1.00989;6.78253,false,1.00882;6.79026,false,
1.70333,,1.00989;6.78625,false,1.00882;6.79397,false,
1.705,,1.0099;6.78996,false,1.00882;6.79769,false,
1.70667,,1.0099;6.79368,false,1.00883;6.80141,false,
1.70833,,1.00991;6.7974,false,1.00883;6.80512,false,
1.71,,1.00991;6.80111,false,1.00883;6.80884,false,
1.71167,,1.00991;6.80483,false,1.00884;6.81256,false,
1.71333,,1.00992;6.80855,false,1.00884;6.81627,false,
1.715,,1.00992;6.81226,false,1.00884;6.81999,false,
1.71667,,1.00992;6.81598,false,1.00885;6.82371,false,
1.71833,,1.00993;6.8197,false,1.00885;6.82742,false,
1.72,,1.00993;6.82341,false,1.00885;6.83114,false,
1.72167,,1.00993;6.82713,false,1.00886;6.83486,false,
1.72333,,1.00994;6.83085,false,1.00886;6.83857,false,
1.725,,1.00994;6.83456,false,1.00886;6.84229,false,
1.72667,,1.00994;6.83828,false,1.00887;6.84601,false,
1.72833,,1.00995;6.842,false,1.00887;6.84972,false,
1.73,,1.00995;6.84571,false,1.00887;6.85344,false,
1.73167,,1.00995;6.84943,false,1.00888;6.85716,false,
1.73333,,1.00996;6.85315,false,1.00888;6.86087,false,
1.735,,1.00996;6.85686,false,1.00888;6.86459,false,
1.73667,,1.00997;6.86058,false,1.00889;6.86831,false,
1.73833,,1.00997;6.8643,false,1.00889;6.87202,false,
1.74,,1.00997;6.86801,false,1.00889;6.87574,false,
1.74167,,1.00998;6.87173,false,1.0089;6.87946,false,
1.74333,,1.00998;6.87545,false,1.0089;6.88317,false,
1.745,,1.00998;6.87916,false,1.0089;6.88689,false,
1.74667,,1.00999;6.88288,false,1.00891;6.89061,false,
1.74833,,1.00999;6.8866,false,1.00891;6.89432,false,
1.75,,1.00999;6.89031,false,1.00891;6.89804,false,
1.75167,,1.01;6.89403,false,1.00892;6.90176,false,
1.75333,,1.01;6.89775,false,1.00892;6.90547,false,
1.755,,1.01;6.90146,false,1.00892;6.90919,false,
1.75667,,1.01001;6.90518,false,1.00893;6.91291,false,
1.75833,,1.01001;6.9089,false,1.00893;6.91662,false,
1.76,,1.01001;6.91261,false,1.00893;6.92034,false,
1.76167,,1.01002;6.91633,false,1.00894;6.92406,false,
1.76333,,1.01002;6.92005,false,1.00894;6.92777,false,
1.765,,1.01002;6.92376,false,1.00894;6.93149,false,
1.76667,,1.01003;6.92748,false,1.00895;6.93521,false,
1.76833,,1.01003;6.9312,false,1.00895;6.93892,false,
1.77,,1.01004;6.93491,false,1.00895;6.94264,false,
1.77167,,1.01004;6.93863,false,1.00896;6.94636,false,
1.77333,,1.01004;6.94235,false,1.00896;6.95007,false,
1.775,,1.01005;6.94606,false,1.00896;6.95379,false,
1.77667,,1.01005;6.94978,false,1.00897;6.95751,false,
1.77833,,1.01005;6.9535,false,1.00897;6.96122,false,
1.78,,1.01006;6.95721,false,1.00897;6.96494,false,
1.78167,,1.01006;6.96093,false,1.00898;6.96866,false,
1.78333,,1.01006;6.96465,false,1.00898;6.97237,false,
1.785,,1.01007;6.96836,false,1.00898;6.97609,false,
1.78667,,1.01007;6.97208,false,1.00899;6.97981,false,
1.78833,,1.01007;6.9758,false,1.00899;6.98352,false,
1.79,,1.01008;6.97951,false,1.00899;6.98724,false,
1.79167,,1.01008;6.98323,false,1.009;6.99096,false,
1.79333,,1.01008;6.98695,false,1.009;6.99467,false,
1.795,,1.01009;6.99066,false,1.009;6.99839,false,
1.79667,,1.01009;6.99438,false,1.00901;7.00211,false,
1.79833,,1.01009;6.9981,false,1.00901;7.00582,false,
1.8,,1.0101;7.00181,false,1.00901;7.00954,false,
1.80167,,1.0101;7.00553,false,1.00902;7.01326,false,
1.80333,,1.01011;7.00925,false,1.00902;7.01697,false,
1.805,,1.01011;7.01296,false,1.00902;7.02069,false,
1.80667,,1.01011;7.01668,false,1.00903;7.02441,false,
1.80833,,1.01012;7.0204,false,1.00903;7.02812,false,
1.81,,1.01012;7.02411,false,1.00903;7.03184,false,
1.81167,,1.01012;7.02783,false,1.00904;7.03556,false,
1.81333,,1.01013;7.03155,false,1.00904;7.03927,false,
1.815,,1.01013;7.03526,false,1.00904;7.04299,false,
1.81667,,1.01013;7.03898,false,1.00905;7.04671,false,
1.81833,,1.01014;7.0427,false,1.00905;7.05042,false,
1.82,,1.01014;7.04641,false,1.00905;7.05414,false,
1.82167,,1.01014;7.05013,false,1.00906;7.05786,false,
1.82333,,1.01015;7.05385,false,1.00906;7.06157,false,
1.825,,1.01015;7.05756,false,1.00906;7.06529,false,
1.82667,,1.01016;7.06128,false,1.00907;7.06901,false,
1.82833,,1.01016;7.065,false,1.00907;7.07272,false,
1.83,,1.01016;7.06871,false,1.00907;7.07644,false,
1.83167,,1.01017;7.07243,false,1.00908;7.08016,false,
1.83333,,1.01017;7.07615,false,1.00908;7.08387,false,
1.835,,1.01017;7.07986,false,1.00908;7.08759,false,
1.83667,,1.01018;7.08358,false,1.00909;7.09131,false,
1.83833,,1.01018;7.0873,false,1.00909;7.09502,false,
1.84,,1.01018;7.09101,false,1.00909;7.09874,false,
1.84167,,1.01019;7.09473,false,1.0091;7.10246,false,
1.84333,,1.01019;7.09845,false,1.0091;7.10617,false,
1.845,,1.01019;7.10216,false,1.0091;7.10989,false,
1.84667,,1.0102;7.10588,false,1.00911;7.11361,false,
1.84833,,1.0102;7.1096,false,1.00911;7.11732,false,
1.85,,1.0102;7.11331,false,1.00911;7.12104,false,
1.85167,,1.01021;7.11703,false,1.00912;7.12476,false,
1.85333,,1.01021;7.12075,false,1.00912;7.12847,false,
1.855,,1.01022;7.12446,false,1.00912;7.13219,false,
1.85667,,1.01022;7.12818,false,1.00913;7.13591,false,
1.85833,,1.01022;7.1319,false,1.00913;7.13962,false,
1.86,,1.01023;7.13561,false,1.00913;7.14334,false,
1.86167,,1.01023;7.13933,false,1.00914;7.14706,false,
1.86333,,1.01023;7.14305,false,1.00914;7.15077,false,
1.865,,1.01024;7.14676,false,1.00914;7.15449,false,
1.86667,,1.01024;7.15048,false,1.00915;7.15821,false,
1.86833,,1.01024;7.1542,false,1.00915;7.16192,false,
1.87,,1.01025;7.15791,false,1.00915;7.16564,false,
1.87167,,1.01025;7.16163,false,1.00916;7.16936,false,
1.87333,,1.01025;7.16535,false,1.00916;7.17307,false,
1.875,,1.01026;7.16906,false,1.00916;7.17679,false,
1.87667,,1.01026;7.17278,false,1.00917;7.18051,false,
1.87833,,1.01026;7.1765,false,1.00917;7.18422,false,
1.88,,1.01027;7.18021,false,1.00917;7.18794,false,
1.88167,,1.01027;7.18393,false,1.00918;7.19166,false,
1.88333,,1.01028;7.18765,false,1.00918;7.19537,false,
1.885,,1.01028;7.19136,false,1.00918;7.19909,false,
1.88667,,1.01028;7.19508,false,1.00919;7.20281,false,
1.88833,,1.01029;7.1988,false,1.00919;7.20652,false,
1.89,,1.01029;7.20251,false,1.00919;7.21024,false,
1.89167,,1.01029;7.20623,false,1.0092;7.21396,false,
1.89333,,1.0103;7.20995,false,1.0092;7.21767,false,
1.895,,1.0103;7.21366,false,1.0092;7.22139,false,
1.89667,,1.0103;7.21738,false,1.00921;7.22511,false,
1.89833,,1.01031;7.2211,false,1.00921;7.22882,false,
1.9,,1.01031;7.22481,false,1.00921;7.23254,false,
1.90167,,1.01031;7.22853,false,1.00922;7.23626,false,
1.90333,,1.01032;7.23225,false,1.00922;7.23997,false,
1.905,,1.01032;7.23596,false,1.00922;7.24369,false,
1.90667,,1.01032;7.23968,false,1.00923;7.24741,false,
1.90833,,1.01033;7.2434,false,1.00923;7.25112,false,
1.91,,1.01033;7.24711,false,1.00923;7.25484,false,
1.91167,,1.01033;7.25083,false,1.00924;7.25856,false,
1.91333,,1.01034;7.25455,false,1.00924;7.26227,false,
1.915,,1.01034;7.25826,false,1.00924;7.26599,false,
1.91667,,1.01035;7.26198,false,1.00925;7.26971,false,
1.91833,,1.01035;7.2657,false,1.00925;7.27342,false,
1.92,,1.01035;7.26941,false,1.00925;7.27714,false,
1.92167,,1.01036;7.27313,false,1.00926;7.28086,false,
1.92333,,1.01036;7.27685,false,1.00926;7.28457,false,
1.925,,1.01036;7.28056,false,1.00926;7.28829,false,
1.92667,,1.01037;7.28428,false,1.00927;7.29201,false,
1.92833,,1.01037;7.288,false,1.00927;7.29572,false,
1.93,,1.01037;7.29171,false,1.00927;7.29944,false,
1.93167,,1.01038;7.29543,false,1.00928;7.30316,false,
1.93333,,1.01038;7.29915,false,1.00928;7.30687,false,
1.935,,1.01038;7.30286,false,1.00928;7.31059,false,
1.93667,,1.01039;7.30658,false,1.00929;7.31431,false,
1.93833,,1.01039;7.3103,false,1.00929;7.31802,false,
1.94,,1.01039;7.31401,false,1.00929;7.32174,false,
1.94167,,1.0104;7.31773,false,1.0093;7.32546,false,
1.94333,,1.0104;7.32145,false,1.0093;7.32917,false,
1.945,,1.01041;7.32516,false,1.0093;7.33289,false,
1.94667,,1.01041;7.32888,false,1.00931;7.33661,false,
1.94833,,1.01041;7.3326,false,1.00931;7.34032,false,
1.95,,1.01042;7.33631,false,1.00931;7.34404,false,
1.95167,,1.01042;7.34003,false,1.00932;7.34776,false,
1.95333,,1.01042;7.34375,false,1.00932;7.35147,false,
1.955,,1.01043;7.34746,false,1.00932;7.35519,false,
1.95667,,1.01043;7.35118,false,1.00933;7.35891,false,
1.95833,,1.01043;7.3549,false,1.00933;7.36262,false,
1.96,,1.01044;7.35861,false,1.00933;7.36634,false,
1.96167,,1.01044;7.36233,false,1.00934;7.37006,false,
1.96333,,1.01044;7.36605,false,1.00934;7.37378,false,
1.965,,1.01045;7.36976,false,1.00934;7.37749,false,
1.96667,,1.01045;7.37348,false,1.00935;7.38121,false,
1.96833,,1.01045;7.3772,false,1.00935;7.38493,false,
1.97,,1.01046;7.38091,false,1.00935;7.38864,false,
1.97167,,1.01046;7.38463,false,1.00936;7.39236,false,
1.97333,,1.01046;7.38835,false,1.00936;7.39608,false,
1.975,,1.01047;7.39206,false,1.00936;7.39979,false,
1.97667,,1.01047;7.39578,false,1.00937;7.40351,false,
1.97833,,1.01048;7.3995,false,1.00937;7.40723,false,
1.98,,1.01048;7.40321,false,1.00937;7.41094,false,
1.98167,,1.01048;7.40693,false,1.00938;7.41466,false,
1.98333,,1.01049;7.41065,false,1.00938;7.41838,false,
1.985,,1.01049;7.41436,false,1.00938;7.42209,false,
1.98667,,1.01049;7.41808,false,1.00939;7.42581,false,
1.98833,,1.0105;7.4218,false,1.00939;7.42953,false,
1.99,,1.0105;7.42551,false,1.00939;7.43324,false,
1.99167,,1.0105;7.42923,false,1.0094;7.43696,false,
1.99333,,1.01051;7.43295,false,1.0094;7.44068,false,
1.995,,1.01051;7.43666,false,1.0094;7.44439,false,
1.99667,,1.01051;7.44038,false,1.00941;7.44811,false,
1.99833,,1.01052;7.4441,false,1.00941;7.45183,false,
2,,1.01052;7.44781,false,1.00941;7.45554,false,
2.00167,,1.01052;7.45153,false,1.00942;7.45926,false,
2.00333,,1.01053;7.45525,false,1.00942;7.46298,false,
2.005,,1.01053;7.45896,false,1.00942;7.46669,false,
2.00667,,1.01054;7.46268,false,1.00943;7.47041,false,
2.00833,,1.01054;7.4664,false,1.00943;7.47413,false,
2.01,,1.01054;7.47011,false,1.00943;7.47784,false,
2.01167,,1.01055;7.47383,false,1.00944;7.48156,false,
2.01333,,1.01055;7.47755,false,1.00944;7.48528,false,
2.015,,1.01055;7.48126,false,1.00944;7.48899,false,
2.01667,,1.01056;7.48498,false,1.00945;7.49271,false,
2.01833,,1.01056;7.4887,false,1.00945;7.49643,false,
2.02,,1.01056;7.49241,false,1.00945;7.50014,false,
2.02167,,1.01057;7.49613,false,1.00946;7.50386,false,
2.02333,,1.01057;7.49985,false,1.00946;7.50758,false,
2.025,,1.01057;7.50356,false,1.00946;7.51129,false,
2.02667,,1.01058;7.50728,false,1.00947;7.51501,false,
2.02833,,1.01058;7.511,false,1.00947;7.51873,false,
2.03,,1.01058;7.51471,false,1.00947;7.52244,false,
2.03167,,1.01059;7.51843,false,1.00948;7.52616,false,
2.03333,,1.01059;7.52215,false,1.00948;7.52988,false,
2.035,,1.01059;7.52586,false,1.00948;7.53359,false,
2.03667,,1.0106;7.52958,false,1.00949;7.53731,false,
2.03833,,1.0106;7.5333,false,1.00949;7.54103,false,
2.04,,1.01061;7.53701,false,1.00949;7.54474,false,
2.04167,,1.01061;7.54073,false,1.0095;7.54846,false,
2.04333,,1.01061;7.54445,false,1.0095;7.55218,false,
2.045,,1.01062;7.54816,false,1.0095;7.55589,false,
2.04667,,1.01062;7.55188,false,1.00951;7.55961,false,
2.04833,,1.01062;7.5556,false,1.00951;7.56333,false,
2.05,,1.01063;7.55931,false,1.00951;7.56704,false,
2.05167,,1.01063;7.56303,false,1.00952;7.57076,false,
2.05333,,1.01063;7.56675,false,1.00952;7.57448,false,
2.055,,1.01064;7.57046,false,1.00952;7.57819,false,
2.05667,,1.01064;7.57418,false,1.00953;7.58191,false,
2.05833,,1.01064;7.5779,false,1.00953;7.58563,false,
2.06,,1.01065;7.58161,false,1.00953;7.58934,false,
2.06167,,1.01065;7.58533,false,1.00954;7.59306,false,
2.06333,,1.01065;7.58905,false,1.00954;7.59678,false,
2.065,,1.01066;7.59276,false,1.00954;7.60049,false,
2.06667,,1.01066;7.59648,false,1.00955;7.60421,false,
2.06833,,1.01066;7.6002,false,1.00955;7.60793,false,
2.07,,1.01067;7.60391,false,1.00955;7.61164,false,
2.07167,,1.01067;7.60763,false,1.00956;7.61536,false,
2.07333,,1.01068;7.61135,false,1.00956;7.61908,false,
2.075,,1.01068;7.61507,false,1.00956;7.62279,false,
2.07667,,1.01068;7.61878,false,1.00957;7.62651,false,
2.07833,,1.01069;7.6225,false,1.00957;7.63023,false,
2.08,,1.01069;7.62622,false,1.00957;7.63394,false,
2.08167,,1.01069;7.62993,false,1.00958;7.63766,false,
2.08333,,1.0107;7.63365,false,1.00958;7.64138,false,
2.085,,1.0107;7.63737,false,1.00958;7.64509,false,
2.08667,,1.0107;7.64108,false,1.00959;7.64881,false,
2.08833,,1.01071;7.6448,false,1.00959;7.65253,false,
2.09,,1.01071;7.64852,false,1.00959;7.65624,false,
2.09167,,1.01071;7.65223,false,1.0096;7.65996,false,
2.09333,,1.01072;7.65595,false,1.0096;7.66368,false,
2.095,,1.01072;7.65967,false,1.0096;7.66739,false,
2.09667,,1.01072;7.66338,false,1.00961;7.67111,false,
2.09833,,1.01073;7.6671,false,1.00961;7.67483,false,
2.1,,1.01073;7.67082,false,1.00961;7.67854,false,
2.10167,,1.01073;7.67453,false,1.00962;7.68226,false,
2.10333,,1.01074;7.67825,false,1.00962;7.68598,false,
2.105,,1.01074;7.68197,false,1.00962;7.68969,false,
2.10667,,1.01075;7.68568,false,1.00963;7.69341,false,
2.10833,,1.01075;7.6894,false,1.00963;7.69713,false,
2.11,,1.01075;7.69312,false,1.00963;7.70084,false,
2.11167,,1.01076;7.69683,false,1.00964;7.70456,false,
2.11333,,1.01076;7.70055,false,1.00964;7.70828,false,
2.115,,1.01076;7.70427,false,1.00964;7.71199,false,
2.11667,,1.01077;7.70798,false,1.00965;7.71571,false,
2.11833,,1.01077;7.7117,false,1.00965;7.71943,false,
2.12,,1.01077;7.71542,false,1.00965;7.72314,false,
2.12167,,1.01078;7.71913,false,1.00966;7.72686,false,
2.12333,,1.01078;7.72285,false,1.00966;7.73058,false,
2.125,,1.01078;7.72657,false,1.00966;7.73429,false,
2.12667,,1.01079;7.73028,false,1.00967;7.73801,false,
2.12833,,1.01079;7.734,false,1.00967;7.74173,false,
2.13,,1.01079;7.73772,false,1.00967;7.74544,false,
2.13167,,1.0108;7.74143,false,1.00968;7.74916,false,
2.13333,,1.0108;7.74515,false,1.00968;7.75288,false,
2.135,,1.0108;7.74887,false,1.00968;7.75659,false,
2.13667,,1.01081;7.75258,false,1.00969;7.76031,false,
2.13833,,1.01081;7.7563,false,1.00969;7.76403,false,
2.14,,1.01082;7.76002,false,1.00969;7.76774,false,
2.14167,,1.01082;7.76373,false,1.0097;7.77146,false,
2.14333,,1.01082;7.76745,false,1.0097;7.77518,false,
2.145,,1.01083;7.77117,false,1.0097;7.77889,false,
2.14667,,1.01083;7.77488,false,1.00971;7.78261,false,
2.14833,,1.01083;7.7786,false,1.00971;7.78633,false,
2.15,,1.01084;7.78232,false,1.00971;7.79004,false,
2.15167,,1.01084;7.78603,false,1.00972;7.79376,false,
2.15333,,1.01084;7.78975,false,1.00972;7.79748,false,
2.155,,1.01085;7.79347,false,1.00972;7.80119,false,
2.15667,,1.01085;7.79718,false,1.00973;7.80491,false,
2.15833,,1.01085;7.8009,false,1.00973;7.80863,false,
2.16,,1.01086;7.80462,false,1.00973;7.81234,false,
2.16167,,1.01086;7.80833,false,1.00974;7.81606,false,
2.16333,,1.01086;7.81205,false,1.00974;7.81978,false,
2.165,,1.01087;7.81577,false,1.00974;7.82349,false,
2.16667,,1.01087;7.81948,false,1.00975;7.82721,false,
2.16833,,1.01088;7.8232,false,1.00975;7.83093,false,
2.17,,1.01088;7.82692,false,1.00975;7.83464,false,
2.17167,,1.01088;7.83063,false,1.00976;7.83836,false,
2.17333,,1.01089;7.83435,false,1.00976;7.84208,false,
2.175,,1.01089;7.83807,false,1.00976;7.84579,false,
2.17667,,1.01089;7.84178,false,1.00977;7.84951,false,
2.17833,,1.0109;7.8455,false,1.00977;7.85323,false,
2.18,,1.0109;7.84922,false,1.00977;7.85694,false,
2.18167,,1.0109;7.85293,false,1.00978;7.86066,false,
2.18333,,1.01091;7.85665,false,1.00978;7.86438,false,
2.185,,1.01091;7.86037,false,1.00978;7.86809,false,
2.18667,,1.01091;7.86408,false,1.00979;7.87181,false,
2.18833,,1.01092;7.8678,false,1.00979;7.87553,false,
2.19,,1.01092;7.87152,false,1.00979;7.87924,false,
2.19167,,1.01092;7.87523,false,1.0098;7.88296,false,
2.19333,,1.01093;7.87895,false,1.0098;7.88668,false,
2.195,,1.01093;7.88267,false,1.0098;7.89039,false,
2.19667,,1.01093;7.88638,false,1.00981;7.89411,false,
2.19833,,1.01094;7.8901,false,1.00981;7.89783,false,
2.2,,1.01094;7.89382,false,1.00981;7.90154,false,
2.20167,,1.01094;7.89753,false,1.00982;7.90526,false,
2.20333,,1.01095;7.90125,false,1.00982;7.90898,false,
2.205,,1.01095;7.90497,false,1.00982;7.91269,false,
2.20667,,1.01096;7.90868,false,1.00983;7.91641,false,
2.20833,,1.01096;7.9124,false,1.00983;7.92013,false,
2.21,,1.01096;7.91612,false,1.00983;7.92384,false,
2.21167,,1.01097;7.91983,false,1.00984;7.92756,false,
2.21333,,1.01097;7.92355,false,1.00984;7.93128,false,
2.215,,1.01097;7.92727,false,1.00984;7.93499,false,
2.21667,,1.01098;7.93098,false,1.00985;7.93871,false,
2.21833,,1.01098;7.9347,false,1.00985;7.94243,false,
2.22,,1.01098;7.93842,false,1.00985;7.94614,false,
2.22167,,1.01099;7.94213,false,1.00986;7.94986,false,
2.22333,,1.01099;7.94585,false,1.00986;7.95358,false,
2.225,,1.01099;7.94957,false,1.00986;7.95729,false,
2.22667,,1.011;7.95328,false,1.00987;7.96101,false,
2.22833,,1.011;7.957,false,1.00987;7.96473,false,
2.23,,1.011;7.96072,false,1.00987;7.96844,false,
2.23167,,1.01101;7.96443,false,1.00988;7.97216,false,
2.23333,,1.01101;7.96815,false,1.00988;7.97588,false,
2.235,,1.01101;7.97187,false,1.00988;7.97959,false,
2.23667,,1.01102;7.97558,false,1.00989;7.98331,false,
2.23833,,1.01102;7.9793,false,1.00989;7.98703,false,
2.24,,1.01103;7.98302,false,1.00989;7.99074,false,
2.24167,,1.01103;7.98673,false,1.0099;7.99446,false,
2.24333,,1.01103;7.99045,false,1.0099;7.99818,false,
2.245,,1.01104;7.99417,false,1.0099;8.00189,false,
2.24667,,1.01104;7.99788,false,1.00991;8.00561,false,
2.24833,,1.01104;8.0016,false,1.00991;8.00933,false,
2.25,,1.01105;8.00532,false,1.00991;8.01304,false,
